,name,#oe,#ue,#grainy,#blurry,#people_not_ratings
12395,voc_emotic_ava/EMOTIC__COCO_val2014_000000062198.jpg,1,1,3,1,2
12396,voc_emotic_ava/EMOTIC__COCO_val2014_000000100624.jpg,4,1,0,0,3
12397,voc_emotic_ava/EMOTIC__COCO_val2014_000000117127.jpg,2,3,1,0,2
12398,voc_emotic_ava/EMOTIC__COCO_val2014_000000120340.jpg,5,0,0,0,3
12399,voc_emotic_ava/EMOTIC__COCO_val2014_000000126123.jpg,1,1,4,0,3
12400,voc_emotic_ava/EMOTIC__COCO_val2014_000000145208.jpg,2,1,2,0,3
12401,voc_emotic_ava/EMOTIC__COCO_val2014_000000154884.jpg,4,1,2,1,3
12402,voc_emotic_ava/EMOTIC__COCO_val2014_000000194097.jpg,4,1,0,0,3
12403,voc_emotic_ava/EMOTIC__COCO_val2014_000000230993.jpg,4,1,1,0,3
12404,voc_emotic_ava/EMOTIC__COCO_val2014_000000460781.jpg,4,0,2,2,1
12405,voc_emotic_ava/EMOTIC__az6x3rqbosjlbfpzos.jpg,3,2,1,0,3
12406,voc_emotic_ava/EMOTIC__dycpwd20tv6fj10wqr.jpg,3,0,2,1,2
12407,voc_emotic_ava/JPEGImages__2008_000734.jpg,3,2,1,0,2
12408,voc_emotic_ava/JPEGImages__2008_001454.jpg,3,1,1,1,3
12409,voc_emotic_ava/JPEGImages__2008_001744.jpg,2,2,2,0,3
12410,voc_emotic_ava/JPEGImages__2008_002023.jpg,1,2,1,0,3
12411,voc_emotic_ava/JPEGImages__2008_002357.jpg,3,0,1,0,3
12412,voc_emotic_ava/JPEGImages__2008_002558.jpg,0,2,2,1,3
12413,voc_emotic_ava/JPEGImages__2008_003492.jpg,3,1,1,0,3
12414,voc_emotic_ava/JPEGImages__2008_004015.jpg,2,1,2,0,3
12415,voc_emotic_ava/JPEGImages__2008_004081.jpg,2,1,2,1,2
12416,voc_emotic_ava/JPEGImages__2008_004247.jpg,0,5,0,2,1
12417,voc_emotic_ava/JPEGImages__2008_004443.jpg,2,2,2,0,3
12418,voc_emotic_ava/JPEGImages__2008_005616.jpg,3,2,2,0,2
12419,voc_emotic_ava/JPEGImages__2008_007252.jpg,3,0,1,0,3
12420,voc_emotic_ava/JPEGImages__2008_007260.jpg,2,0,2,1,4
12421,voc_emotic_ava/JPEGImages__2008_007794.jpg,1,1,4,1,2
12422,voc_emotic_ava/JPEGImages__2009_000565.jpg,5,0,1,0,3
12423,voc_emotic_ava/JPEGImages__2009_001368.jpg,2,2,3,0,2
12424,voc_emotic_ava/JPEGImages__2009_001801.jpg,3,0,4,1,2
12425,voc_emotic_ava/JPEGImages__2009_002676.jpg,2,0,3,1,2
12426,voc_emotic_ava/JPEGImages__2009_003020.jpg,2,1,3,0,4
12427,voc_emotic_ava/JPEGImages__2009_004122.jpg,2,1,2,0,3
12428,voc_emotic_ava/JPEGImages__2009_004761.jpg,4,1,1,1,2
12429,voc_emotic_ava/JPEGImages__2009_005142.jpg,2,0,2,0,4
12430,voc_emotic_ava/JPEGImages__2010_002026.jpg,2,3,1,1,2
12431,voc_emotic_ava/JPEGImages__2010_003779.jpg,5,1,0,0,3
12432,voc_emotic_ava/JPEGImages__2010_004521.jpg,6,0,2,0,2
12433,voc_emotic_ava/JPEGImages__2010_004545.jpg,6,0,0,0,3
12434,voc_emotic_ava/JPEGImages__2010_005167.jpg,2,2,1,2,2
12435,voc_emotic_ava/JPEGImages__2010_006092.jpg,3,0,3,0,3
12436,voc_emotic_ava/JPEGImages__2010_006219.jpg,4,1,2,2,1
12437,voc_emotic_ava/JPEGImages__2010_006969.jpg,2,0,1,1,3
12438,voc_emotic_ava/JPEGImages__2011_000872.jpg,2,2,1,1,3
12439,voc_emotic_ava/JPEGImages__2011_001510.jpg,1,4,3,0,2
12440,voc_emotic_ava/JPEGImages__2011_001755.jpg,2,3,2,1,9
12441,voc_emotic_ava/JPEGImages__2011_002999.jpg,4,0,1,1,2
12442,voc_emotic_ava/JPEGImages__2011_003238.jpg,0,4,1,1,2
12443,voc_emotic_ava/JPEGImages__2011_003477.jpg,3,1,1,1,2
12444,voc_emotic_ava/JPEGImages__2011_005457.jpg,2,1,3,1,2
12445,voc_emotic_ava/JPEGImages__2011_006402.jpg,2,3,2,0,3
12446,voc_emotic_ava/JPEGImages__2011_006512.jpg,4,0,2,0,3
12447,voc_emotic_ava/JPEGImages__2012_000015.jpg,2,1,2,1,3
12448,voc_emotic_ava/JPEGImages__2012_000885.jpg,4,0,2,1,3
12449,voc_emotic_ava/JPEGImages__2012_001164.jpg,2,1,3,1,2
12450,voc_emotic_ava/JPEGImages__2012_001879.jpg,2,1,2,1,2
12451,voc_emotic_ava/JPEGImages__2012_001956.jpg,3,2,0,1,2
12452,voc_emotic_ava/JPEGImages__2012_003222.jpg,3,1,4,0,2
12453,voc_emotic_ava/JPEGImages__2012_003263.jpg,3,0,1,2,2
12454,voc_emotic_ava/VOC2012__2008_000263.jpg,3,1,0,1,3
12455,voc_emotic_ava/VOC2012__2008_000375.jpg,2,2,2,0,3
12456,voc_emotic_ava/VOC2012__2008_000377.jpg,4,1,0,1,3
12457,voc_emotic_ava/VOC2012__2008_001527.jpg,4,1,2,0,2
12458,voc_emotic_ava/VOC2012__2008_002151.jpg,5,2,3,0,12
12459,voc_emotic_ava/VOC2012__2008_002665.jpg,1,3,2,1,2
12460,voc_emotic_ava/VOC2012__2008_003255.jpg,2,1,3,2,1
12461,voc_emotic_ava/VOC2012__2008_004467.jpg,3,0,3,0,3
12462,voc_emotic_ava/VOC2012__2008_005086.jpg,2,1,2,1,2
12463,voc_emotic_ava/VOC2012__2008_005715.jpg,2,0,1,1,3
12464,voc_emotic_ava/VOC2012__2008_008555.jpg,3,2,0,2,1
12465,voc_emotic_ava/VOC2012__2009_000425.jpg,1,2,2,0,3
12466,voc_emotic_ava/VOC2012__2009_000458.jpg,2,1,1,0,4
12467,voc_emotic_ava/VOC2012__2009_003843.jpg,1,3,2,0,2
12468,voc_emotic_ava/VOC2012__2010_001224.jpg,1,1,3,1,2
12469,voc_emotic_ava/VOC2012__2010_001266.jpg,1,3,1,0,3
12470,voc_emotic_ava/VOC2012__2010_001296.jpg,3,1,1,0,3
12471,voc_emotic_ava/VOC2012__2010_002143.jpg,3,2,1,0,2
12472,voc_emotic_ava/VOC2012__2010_002419.jpg,6,0,0,0,3
12473,voc_emotic_ava/VOC2012__2010_002490.jpg,3,0,2,1,2
12474,voc_emotic_ava/VOC2012__2010_003180.jpg,3,0,1,1,3
12475,voc_emotic_ava/VOC2012__2010_003322.jpg,2,1,3,0,3
12476,voc_emotic_ava/VOC2012__2010_004281.jpg,1,2,2,0,3
12477,voc_emotic_ava/VOC2012__2010_004621.jpg,3,0,1,2,3
12478,voc_emotic_ava/VOC2012__2010_004858.jpg,4,1,1,1,2
12479,voc_emotic_ava/VOC2012__2010_005278.jpg,3,2,1,0,3
12480,voc_emotic_ava/VOC2012__2010_005343.jpg,3,0,2,1,51
12481,voc_emotic_ava/VOC2012__2010_005917.jpg,2,0,2,4,1
12482,voc_emotic_ava/VOC2012__2010_006119.jpg,2,0,2,1,3
12483,voc_emotic_ava/VOC2012__2010_006485.jpg,2,1,1,2,2
12484,voc_emotic_ava/VOC2012__2010_006493.jpg,1,4,0,0,3
12485,voc_emotic_ava/VOC2012__2010_006713.jpg,2,1,2,1,2
12486,voc_emotic_ava/VOC2012__2011_000069.jpg,4,0,2,0,3
12487,voc_emotic_ava/VOC2012__2011_000429.jpg,5,0,1,0,3
12488,voc_emotic_ava/VOC2012__2011_001589.jpg,3,2,1,0,2
12489,voc_emotic_ava/VOC2012__2011_002525.jpg,3,0,2,0,3
12490,voc_emotic_ava/VOC2012__2011_002909.jpg,3,0,2,0,3
12491,voc_emotic_ava/VOC2012__2011_003089.jpg,3,1,1,0,3
12492,voc_emotic_ava/VOC2012__2011_004550.jpg,3,1,1,0,3
12493,voc_emotic_ava/VOC2012__2012_000808.jpg,0,4,1,1,2
12494,voc_emotic_ava/VOC2012__2012_002960.jpg,0,1,5,0,3
12495,voc_emotic_ava/VOC2012__2012_003848.jpg,2,3,1,0,3
12496,blur_dataset/out_of_focus0089.JPG,7,4,3,1,9
12497,blur_dataset/out_of_focus0152.jpg,10,3,2,0,11
12498,blur_dataset/out_of_focus0160.jpg,9,4,4,0,9
12499,blur_dataset/out_of_focus0241.jpg,7,6,3,2,8
12500,blur_dataset/out_of_focus0472.jpg,9,2,2,1,11
12501,blur_dataset/out_of_focus0652.jpg,8,5,3,0,9
12502,voc_emotic_ava/AVA__106343.jpg,9,3,4,0,11
12503,voc_emotic_ava/AVA__146218.jpg,9,3,4,0,10
12504,voc_emotic_ava/AVA__160335.jpg,9,5,4,0,9
12505,voc_emotic_ava/AVA__216188.jpg,7,6,3,2,9
12506,voc_emotic_ava/AVA__243158.jpg,9,4,3,1,9
12507,voc_emotic_ava/AVA__26175.jpg,9,3,3,1,9
12508,voc_emotic_ava/AVA__273454.jpg,9,5,4,0,8
12509,voc_emotic_ava/AVA__27889.jpg,5,6,3,3,7
12510,voc_emotic_ava/AVA__290877.jpg,9,3,2,1,10
12511,voc_emotic_ava/AVA__303247.jpg,10,2,2,1,11
12512,voc_emotic_ava/AVA__322893.jpg,4,11,2,2,6
12513,voc_emotic_ava/AVA__340027.jpg,9,3,3,1,11
12514,voc_emotic_ava/AVA__395389.jpg,7,5,2,1,10
12515,voc_emotic_ava/AVA__411723.jpg,8,6,2,2,8
12516,voc_emotic_ava/AVA__419029.jpg,10,2,5,0,9
12517,voc_emotic_ava/AVA__419217.jpg,9,4,4,0,7
12518,voc_emotic_ava/AVA__431951.jpg,10,3,2,1,9
12519,voc_emotic_ava/AVA__440490.jpg,7,5,4,0,9
12520,voc_emotic_ava/AVA__44898.jpg,5,9,2,1,8
12521,voc_emotic_ava/AVA__455686.jpg,11,3,3,0,9
12522,voc_emotic_ava/AVA__459505.jpg,5,7,4,3,8
12523,voc_emotic_ava/AVA__501109.jpg,9,2,4,0,10
12524,voc_emotic_ava/AVA__519.jpg,9,2,3,1,10
12525,voc_emotic_ava/AVA__540379.jpg,3,8,3,3,8
12526,voc_emotic_ava/AVA__541878.jpg,5,8,3,1,9
12527,voc_emotic_ava/AVA__554158.jpg,9,2,5,0,11
12528,voc_emotic_ava/AVA__567188.jpg,10,2,4,0,10
12529,voc_emotic_ava/AVA__625877.jpg,8,4,2,1,10
12530,voc_emotic_ava/AVA__640377.jpg,8,4,2,1,10
12531,voc_emotic_ava/AVA__651973.jpg,9,2,3,1,10
12532,voc_emotic_ava/AVA__670262.jpg,3,9,3,1,10
12533,voc_emotic_ava/AVA__686413.jpg,2,12,2,3,7
12534,voc_emotic_ava/AVA__694399.jpg,5,8,3,0,9
12535,voc_emotic_ava/AVA__711459.jpg,6,5,4,0,9
12536,voc_emotic_ava/AVA__714168.jpg,3,8,2,3,6
12537,voc_emotic_ava/AVA__733949.jpg,8,4,3,1,9
12538,voc_emotic_ava/AVA__734412.jpg,10,3,3,1,8
12539,voc_emotic_ava/AVA__743645.jpg,7,5,4,1,8
12540,voc_emotic_ava/AVA__769892.jpg,5,6,2,3,7
12541,voc_emotic_ava/AVA__776272.jpg,8,5,2,0,10
12542,voc_emotic_ava/AVA__802892.jpg,11,4,4,0,9
12543,voc_emotic_ava/AVA__818402.jpg,7,5,4,0,10
12544,voc_emotic_ava/AVA__822671.jpg,8,2,3,6,5
12545,voc_emotic_ava/AVA__838368.jpg,7,4,4,0,10
12546,voc_emotic_ava/AVA__871604.jpg,6,6,4,1,8
12547,voc_emotic_ava/AVA__872216.jpg,5,8,3,2,7
12548,voc_emotic_ava/AVA__903718.jpg,7,5,3,1,9
12549,voc_emotic_ava/AVA__911890.jpg,4,7,3,2,9
12550,voc_emotic_ava/AVA__930709.jpg,6,6,2,2,9
12551,voc_emotic_ava/AVA__931720.jpg,5,9,3,2,6
12552,voc_emotic_ava/AVA__93507.jpg,7,6,3,0,9
12553,voc_emotic_ava/AVA__940257.jpg,10,4,2,1,8
12554,voc_emotic_ava/EMOTIC__3olvdtpzxw1imzp7fh.jpg,9,3,2,1,10
12555,voc_emotic_ava/EMOTIC__85b23nlue2d2v3pjwa.jpg,10,4,2,0,9
12556,voc_emotic_ava/EMOTIC__COCO_train2014_000000000389.jpg,11,3,4,0,10
12557,voc_emotic_ava/EMOTIC__COCO_train2014_000000024716.jpg,10,3,2,1,8
12558,voc_emotic_ava/EMOTIC__COCO_train2014_000000080180.jpg,10,3,3,0,10
12559,voc_emotic_ava/EMOTIC__COCO_train2014_000000130512.jpg,10,2,3,0,11
12560,voc_emotic_ava/EMOTIC__COCO_train2014_000000132307.jpg,9,3,2,1,11
12561,voc_emotic_ava/EMOTIC__COCO_train2014_000000144391.jpg,8,4,3,1,9
12562,voc_emotic_ava/EMOTIC__COCO_train2014_000000294034.jpg,9,2,4,1,11
12563,voc_emotic_ava/EMOTIC__COCO_train2014_000000298262.jpg,9,3,2,1,9
12564,voc_emotic_ava/EMOTIC__COCO_train2014_000000314968.jpg,8,3,3,1,10
12565,voc_emotic_ava/EMOTIC__COCO_train2014_000000318525.jpg,8,5,3,1,7
12566,voc_emotic_ava/EMOTIC__COCO_train2014_000000319201.jpg,6,5,4,0,10
12567,voc_emotic_ava/EMOTIC__COCO_train2014_000000350344.jpg,8,5,3,1,8
12568,voc_emotic_ava/EMOTIC__COCO_train2014_000000356771.jpg,9,2,3,1,11
12569,voc_emotic_ava/EMOTIC__COCO_train2014_000000368474.jpg,8,3,3,1,10
12570,voc_emotic_ava/EMOTIC__COCO_train2014_000000379940.jpg,11,3,2,0,9
12571,voc_emotic_ava/EMOTIC__COCO_train2014_000000387514.jpg,10,3,3,0,9
12572,voc_emotic_ava/EMOTIC__COCO_train2014_000000393592.jpg,10,2,3,0,11
12573,voc_emotic_ava/EMOTIC__COCO_train2014_000000425441.jpg,5,5,4,0,11
12574,voc_emotic_ava/EMOTIC__COCO_train2014_000000430342.jpg,9,3,4,0,9
12575,voc_emotic_ava/EMOTIC__COCO_train2014_000000433197.jpg,9,2,4,0,11
12576,voc_emotic_ava/EMOTIC__COCO_train2014_000000437785.jpg,8,3,4,0,10
12577,voc_emotic_ava/EMOTIC__COCO_train2014_000000497082.jpg,9,4,3,0,10
12578,voc_emotic_ava/EMOTIC__COCO_train2014_000000523641.jpg,9,3,5,0,9
12579,voc_emotic_ava/EMOTIC__COCO_train2014_000000529300.jpg,9,2,4,1,10
12580,voc_emotic_ava/EMOTIC__COCO_train2014_000000533291.jpg,9,4,3,1,9
12581,voc_emotic_ava/EMOTIC__COCO_train2014_000000560037.jpg,10,3,4,1,10
12582,voc_emotic_ava/EMOTIC__COCO_train2014_000000563525.jpg,6,6,3,1,10
12583,voc_emotic_ava/EMOTIC__COCO_train2014_000000576931.jpg,7,6,3,0,9
12584,voc_emotic_ava/EMOTIC__COCO_val2014_000000018193.jpg,9,4,3,0,10
12585,voc_emotic_ava/EMOTIC__COCO_val2014_000000044312.jpg,9,3,4,0,10
12586,voc_emotic_ava/EMOTIC__COCO_val2014_000000047732.jpg,8,3,3,0,11
12587,voc_emotic_ava/EMOTIC__COCO_val2014_000000065773.jpg,5,6,4,1,9
12588,voc_emotic_ava/EMOTIC__COCO_val2014_000000151988.jpg,6,7,3,0,9
12589,voc_emotic_ava/EMOTIC__COCO_val2014_000000184499.jpg,8,5,4,0,8
12590,voc_emotic_ava/EMOTIC__COCO_val2014_000000236874.jpg,8,2,3,1,11
12591,voc_emotic_ava/EMOTIC__COCO_val2014_000000243875.jpg,11,2,3,1,10
12592,voc_emotic_ava/EMOTIC__COCO_val2014_000000254927.jpg,10,4,2,1,9
12593,voc_emotic_ava/EMOTIC__COCO_val2014_000000268856.jpg,8,3,3,1,12
12594,voc_emotic_ava/EMOTIC__COCO_val2014_000000465822.jpg,8,3,2,2,9
12595,voc_emotic_ava/EMOTIC__COCO_val2014_000000472376.jpg,19,9,7,2,47
12596,voc_emotic_ava/JPEGImages__2007_003876.jpg,9,3,4,0,56
12597,voc_emotic_ava/JPEGImages__2007_007109.jpg,10,3,3,1,8
12598,voc_emotic_ava/JPEGImages__2008_000066.jpg,5,6,3,1,12
12599,voc_emotic_ava/JPEGImages__2008_000495.jpg,8,4,4,0,48
12600,voc_emotic_ava/JPEGImages__2008_000602.jpg,5,6,5,0,10
12601,voc_emotic_ava/JPEGImages__2008_001012.jpg,10,2,4,2,7
12602,voc_emotic_ava/JPEGImages__2008_001885.jpg,6,9,2,2,6
12603,voc_emotic_ava/JPEGImages__2008_002374.jpg,9,3,3,0,10
12604,voc_emotic_ava/JPEGImages__2008_003348.jpg,8,3,4,0,11
12605,voc_emotic_ava/JPEGImages__2008_004462.jpg,8,3,3,1,10
12606,voc_emotic_ava/JPEGImages__2008_004562.jpg,7,4,2,2,10
12607,voc_emotic_ava/JPEGImages__2008_004794.jpg,9,5,3,0,8
12608,voc_emotic_ava/JPEGImages__2008_004802.jpg,9,4,3,0,10
12609,voc_emotic_ava/JPEGImages__2008_005817.jpg,9,4,4,0,9
12610,voc_emotic_ava/JPEGImages__2008_006062.jpg,8,3,4,0,10
12611,voc_emotic_ava/JPEGImages__2008_006136.jpg,9,2,4,0,10
12612,voc_emotic_ava/JPEGImages__2008_006462.jpg,7,4,4,0,10
12613,voc_emotic_ava/JPEGImages__2008_007806.jpg,8,4,3,1,8
12614,voc_emotic_ava/JPEGImages__2008_008585.jpg,7,6,3,1,8
12615,voc_emotic_ava/JPEGImages__2008_008622.jpg,9,4,2,1,10
12616,voc_emotic_ava/JPEGImages__2009_000487.jpg,9,5,2,1,8
12617,voc_emotic_ava/JPEGImages__2009_000611.jpg,9,3,4,0,9
12618,voc_emotic_ava/JPEGImages__2009_001364.jpg,9,3,3,0,10
12619,voc_emotic_ava/JPEGImages__2009_002444.jpg,8,3,4,0,10
12620,voc_emotic_ava/JPEGImages__2009_003447.jpg,9,5,2,0,10
12621,voc_emotic_ava/JPEGImages__2009_003656.jpg,9,2,4,1,11
12622,voc_emotic_ava/JPEGImages__2010_000009.jpg,9,4,3,0,10
12623,voc_emotic_ava/JPEGImages__2010_000437.jpg,7,6,4,0,8
12624,voc_emotic_ava/JPEGImages__2010_005540.jpg,9,2,4,0,10
12625,voc_emotic_ava/JPEGImages__2010_006551.jpg,8,3,4,1,10
12626,voc_emotic_ava/JPEGImages__2011_000142.jpg,7,7,3,0,8
12627,voc_emotic_ava/JPEGImages__2011_001605.jpg,9,4,1,0,11
12628,voc_emotic_ava/JPEGImages__2011_002230.jpg,4,8,3,2,8
12629,voc_emotic_ava/JPEGImages__2011_002428.jpg,9,3,4,0,10
12630,voc_emotic_ava/JPEGImages__2011_002614.jpg,9,3,4,0,9
12631,voc_emotic_ava/JPEGImages__2011_005810.jpg,2,12,2,2,7
12632,voc_emotic_ava/JPEGImages__2012_000266.jpg,7,3,3,1,11
12633,voc_emotic_ava/JPEGImages__2012_002169.jpg,11,2,2,1,10
12634,voc_emotic_ava/JPEGImages__2012_002427.jpg,9,4,3,1,9
12635,voc_emotic_ava/JPEGImages__2012_002937.jpg,3,12,3,1,6
12636,voc_emotic_ava/JPEGImages__2012_004272.jpg,9,3,3,0,11
12637,voc_emotic_ava/VOC2012__2007_003711.jpg,8,3,5,0,9
12638,voc_emotic_ava/VOC2012__2007_005273.jpg,10,2,3,0,11
12639,voc_emotic_ava/VOC2012__2007_005600.jpg,8,3,4,0,10
12640,voc_emotic_ava/VOC2012__2008_000030.jpg,8,4,3,0,11
12641,voc_emotic_ava/VOC2012__2008_000410.jpg,9,3,3,1,9
12642,voc_emotic_ava/VOC2012__2008_001009.jpg,9,4,3,0,51
12643,voc_emotic_ava/VOC2012__2008_001029.jpg,9,3,3,1,9
12644,voc_emotic_ava/VOC2012__2008_001173.jpg,9,3,2,1,11
12645,voc_emotic_ava/VOC2012__2008_003303.jpg,9,5,3,0,8
12646,voc_emotic_ava/VOC2012__2008_003532.jpg,9,3,3,0,10
12647,voc_emotic_ava/VOC2012__2008_003586.jpg,11,3,4,0,11
12648,voc_emotic_ava/VOC2012__2008_003703.jpg,9,3,4,0,9
12649,voc_emotic_ava/VOC2012__2008_003804.jpg,9,2,4,0,10
12650,voc_emotic_ava/VOC2012__2008_004628.jpg,9,3,2,1,10
12651,voc_emotic_ava/VOC2012__2008_005161.jpg,8,3,4,0,10
12652,voc_emotic_ava/VOC2012__2008_005696.jpg,11,3,3,0,8
12653,voc_emotic_ava/VOC2012__2008_005769.jpg,7,6,3,0,9
12654,voc_emotic_ava/VOC2012__2008_006184.jpg,11,3,3,0,9
12655,voc_emotic_ava/VOC2012__2008_007663.jpg,8,4,2,1,9
12656,voc_emotic_ava/VOC2012__2009_000829.jpg,2,11,2,3,8
12657,voc_emotic_ava/VOC2012__2009_003665.jpg,7,4,3,1,10
12658,voc_emotic_ava/VOC2012__2009_003684.jpg,7,5,3,1,10
12659,voc_emotic_ava/VOC2012__2009_003777.jpg,18,6,6,2,30
12660,voc_emotic_ava/VOC2012__2009_003894.jpg,6,6,3,1,9
12661,voc_emotic_ava/VOC2012__2010_000650.jpg,9,4,2,1,10
12662,voc_emotic_ava/VOC2012__2010_001478.jpg,8,3,4,0,11
12663,voc_emotic_ava/VOC2012__2010_002531.jpg,7,4,3,1,10
12664,voc_emotic_ava/VOC2012__2010_003064.jpg,9,3,2,1,10
12665,voc_emotic_ava/VOC2012__2010_003295.jpg,8,3,4,0,10
12666,voc_emotic_ava/VOC2012__2010_004072.jpg,9,3,2,1,10
12667,voc_emotic_ava/VOC2012__2010_004761.jpg,6,5,3,1,9
12668,voc_emotic_ava/VOC2012__2010_005063.jpg,9,2,3,1,10
12669,voc_emotic_ava/VOC2012__2011_000528.jpg,19,9,7,3,29
12670,voc_emotic_ava/VOC2012__2011_003127.jpg,8,3,4,1,10
12671,voc_emotic_ava/VOC2012__2011_003950.jpg,7,8,2,2,5
12672,voc_emotic_ava/VOC2012__2011_006056.jpg,8,7,3,1,8
12673,voc_emotic_ava/VOC2012__2011_006117.jpg,9,3,2,2,8
12674,voc_emotic_ava/VOC2012__2012_001156.jpg,8,5,3,0,10
12675,voc_emotic_ava/VOC2012__2012_002436.jpg,9,5,2,0,9
12676,voc_emotic_ava/VOC2012__2012_003478.jpg,7,5,3,0,9
12677,voc_emotic_ava/VOC2012__2012_003786.jpg,9,4,2,0,10
12678,blur_dataset/motion0248.jpg,7,2,7,1,57
12679,voc_emotic_ava/AVA__12334.jpg,13,5,3,1,53
12680,voc_emotic_ava/AVA__231280.jpg,10,6,0,0,53
12681,voc_emotic_ava/AVA__254352.jpg,6,5,2,1,60
12682,voc_emotic_ava/AVA__300574.jpg,7,9,7,1,50
12683,voc_emotic_ava/AVA__329297.jpg,12,5,2,3,49
12684,voc_emotic_ava/AVA__354357.jpg,6,14,0,0,52
12685,voc_emotic_ava/AVA__422801.jpg,10,10,0,1,52
12686,voc_emotic_ava/AVA__718735.jpg,7,4,2,1,52
12687,voc_emotic_ava/AVA__761325.jpg,0,0,0,0,46
12688,voc_emotic_ava/EMOTIC__COCO_train2014_000000392329.jpg,15,4,2,0,48
12689,voc_emotic_ava/EMOTIC__COCO_val2014_000000021989.jpg,3,1,4,6,66
12690,voc_emotic_ava/EMOTIC__COCO_val2014_000000270708.jpg,4,7,2,2,49
12691,voc_emotic_ava/EMOTIC__azqbdxv0dguoj8ycip.jpg,1,2,0,0,62
12692,voc_emotic_ava/JPEGImages__2008_002795.jpg,7,5,2,0,48
12693,voc_emotic_ava/JPEGImages__2008_004418.jpg,2,13,5,4,54
12694,voc_emotic_ava/JPEGImages__2008_008428.jpg,14,4,2,0,50
12695,voc_emotic_ava/JPEGImages__2008_008627.jpg,9,6,3,2,54
12696,voc_emotic_ava/JPEGImages__2009_000511.jpg,3,1,1,0,58
12697,voc_emotic_ava/JPEGImages__2010_000001.jpg,2,0,0,0,53
12698,voc_emotic_ava/JPEGImages__2010_003435.jpg,2,0,2,0,56
12699,voc_emotic_ava/JPEGImages__2012_002955.jpg,8,4,1,0,55
12700,voc_emotic_ava/JPEGImages__2012_003678.jpg,14,4,3,1,56
12701,voc_emotic_ava/JPEGImages__2012_003799.jpg,5,7,1,0,53
12702,voc_emotic_ava/VOC2012__2010_006044.jpg,1,4,4,0,71
12703,voc_emotic_ava/VOC2012__2012_003654.jpg,8,3,3,1,53
12704,blur_dataset/out_of_focus0194.jpg,11,3,6,9,26
12705,voc_emotic_ava/AVA__357217.jpg,19,3,5,13,51
12706,voc_emotic_ava/AVA__38192.jpg,5,29,10,3,32
12707,voc_emotic_ava/AVA__411913.jpg,5,29,3,4,15
12708,voc_emotic_ava/AVA__817545.jpg,14,11,5,4,22
12709,voc_emotic_ava/AVA__83882.jpg,22,4,7,3,32
12710,voc_emotic_ava/EMOTIC__COCO_train2014_000000353994.jpg,19,6,2,4,33
12711,voc_emotic_ava/EMOTIC__COCO_train2014_000000382383.jpg,17,2,7,3,29
12712,voc_emotic_ava/EMOTIC__COCO_val2014_000000507167.jpg,10,20,3,1,25
12713,voc_emotic_ava/EMOTIC__COCO_val2014_000000570381.jpg,24,5,5,4,26
12714,voc_emotic_ava/EMOTIC__COCO_val2014_000000572900.jpg,12,2,11,9,23
12715,voc_emotic_ava/JPEGImages__2007_000250.jpg,20,10,3,1,32
12716,voc_emotic_ava/JPEGImages__2007_009419.jpg,6,32,1,3,19
12717,voc_emotic_ava/JPEGImages__2008_003478.jpg,17,11,8,2,24
12718,voc_emotic_ava/JPEGImages__2009_001804.jpg,21,14,4,1,28
12719,voc_emotic_ava/JPEGImages__2009_004694.jpg,15,24,3,1,26
12720,voc_emotic_ava/JPEGImages__2010_002642.jpg,12,28,2,1,20
12721,voc_emotic_ava/JPEGImages__2010_005754.jpg,9,38,1,3,13
12722,voc_emotic_ava/JPEGImages__2011_006548.jpg,17,8,7,8,24
12723,voc_emotic_ava/JPEGImages__2012_004119.jpg,23,12,4,2,24
12724,voc_emotic_ava/VOC2012__2008_003279.jpg,17,12,4,1,29
12725,voc_emotic_ava/VOC2012__2010_000594.jpg,13,7,6,1,31
12726,voc_emotic_ava/VOC2012__2010_002416.jpg,7,9,8,26,29
12727,voc_emotic_ava/VOC2012__2011_000303.jpg,12,5,10,1,28
12728,voc_emotic_ava/VOC2012__2011_003808.jpg,15,5,7,3,33
12729,voc_emotic_ava/VOC2012__2012_004228.jpg,18,7,6,13,17
12730,blur_dataset/motion0014.jpg,6,5,3,0,7
12731,blur_dataset/motion0160.jpg,8,4,1,1,7
12732,blur_dataset/motion0163.jpg,6,6,1,1,7
12733,blur_dataset/out_of_focus0172.jpg,9,3,2,0,8
12734,blur_dataset/out_of_focus0304.jpg,6,5,1,1,8
12735,blur_dataset/out_of_focus0457.jpg,6,5,2,0,8
12736,voc_emotic_ava/AVA__108362.jpg,6,7,2,1,7
12737,voc_emotic_ava/AVA__120293.jpg,8,5,1,0,7
12738,voc_emotic_ava/AVA__121744.jpg,5,6,2,2,7
12739,voc_emotic_ava/AVA__126158.jpg,4,8,2,0,6
12740,voc_emotic_ava/AVA__136467.jpg,4,8,2,0,8
12741,voc_emotic_ava/AVA__139255.jpg,9,5,2,0,7
12742,voc_emotic_ava/AVA__150538.jpg,3,9,1,1,7
12743,voc_emotic_ava/AVA__156285.jpg,7,4,1,2,5
12744,voc_emotic_ava/AVA__162609.jpg,8,3,2,1,7
12745,voc_emotic_ava/AVA__172150.jpg,7,5,1,1,6
12746,voc_emotic_ava/AVA__196814.jpg,8,6,0,2,6
12747,voc_emotic_ava/AVA__255268.jpg,6,5,2,0,8
12748,voc_emotic_ava/AVA__265623.jpg,3,10,1,1,7
